SORT,SORT,,,,2014-12-03,2014-12-03,2014-12-11,2015-02-10,2015-02-10,2015-03-10,2015-03-10,2015-03-11,2015-03-11,2015-03-11,2015-03-12,2015-03-31,2015-03-31,2015-03-31,2015-04-02,2015-04-02,2015-05-05,2015-05-05,2015-05-07,2015-06-11,2015-07-08,2015-07-09,2015-10-01,2015-09-30,2015-11-04,2015-12-09,2016-02-17,2016-02-17,2016-02-17,2016-02-17,2016-05-04,2016-05-03,2016-05-04,2016-07-13,2016-07-13,2016-07-12,2016-07-12,2016-07-12,2016-07-14,2016-07-14,2016-07-14,2016-10-05,2016-10-05,2016-11-09,2016-11-08,2016-11-09,2016-12-13, 2016-12-13,2016-12-13,2016-12-13,2016-12-13,2016-12-14,2016-12-14,2016-12-15,2017-02-15,2017-02-15,2017-02-15,2017-02-15,2017-02-15,2017-02-15,2017-02-15,2017-02-15,2017-02-15,2017-03-28,2017-03-29,2017-04-26,2017-04-26,2017-05-24,2017-05-25,2017-05-25,2017-05-26,2017-07-04,2017-07-04,2017-07-05,2017-07-06,2017-07-06,2017-10-02,2017-10-03,2017-10-03,2017-10-04,2017-11-07,2017-11-07,2017-11-09,2017-12-05,2017-12-05,2017-12-06,2017-12-06,2017-12-06,2017-12-08,2017-12-07,2017-12-07,2017-12-08,2018-01-31,2018-01-31,2018-02-01,2018-02-12,2018-02-12,2018-02-12,2018-02-12,2018-02-12,2018-02-12,2018-02-12,2018-02-12,2018-03-27,2018-04-25,2018-04-26,2018-04-26,2018-04-27,2018-05-24,2018-06-26,2018-06-26,2018-06-27,2018-06-27,2018-06-27,2018-06-28,2018-07-24,2018-07-24,2018-07-24,2018-07-24,2018-07-24,2018-07-26,2018-07-26,2018-07-26,2018-07-30,2017-07-30,2018-07-30,2018-08-20,2018-08-20,2018-09-13,2018-09-13,2018-09-13,2018-09-13,,,,,,,,
Robinson,25,09,"Jaye Robinson
Ward 25 Don Valley West",53.33%,Yes,Yes,Yes,Yes,Yes,Absent,Absent,Absent,Absent,Absent,Absent,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Absent,No,No,Absent,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Absent,No,Yes,No,Absent,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Absent,Yes,Yes,Yes,No,Yes,Yes,Absent,Absent,Absent,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,84.75%,31.41,N/A,N/A,90.00%,81.48%,79.41%,89.19%
Colle,15,10,"Josh Colle
Ward 15 Eglinton-Lawrence",41.82%,No,Absent,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Absent,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Absent,Yes,Yes,Yes,Yes,Yes,Absent,Yes,Absent,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,yes,Yes,Yes,Yes,Yes,Yes,Absent,Absent,Yes,Absent,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Absent,Absent,Absent,Absent,84.17%,42.35,N/A,N/A,88.00%,81.48%,77.14%,90.63%
Grimes,6,11,"Mark Grimes
Ward 6 Etobicoke-Lakeshore",78.64%,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Absent,Yes,Yes,Yes,No,Yes,Yes,Absent,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Absent,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Absent,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Absent,Absent,Absent,Yes,Yes,Yes,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,No,Yes,Yes,Yes,Absent,Absent,Yes,Absent,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Absent,Absent,Yes,Yes,No,No,83.93%,5.29,N/A,N/A,76.00%,84.00%,94.29%,76.92%
De Baeremaeker,38,12,"Glenn De Baeremaeker
Ward 38 Scarborough Centre",18.18%,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,82.58%,64.39,N/A,N/A,65.38%,85.71%,89.47%,84.62%
Pasternak,10,13,"James Pasternak
Ward 10 York Centre",58.82%,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Absent,Yes,Absent,Absent,Yes,No,Absent,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Absent,Yes,Yes,Absent,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Absent,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Absent,Absent,Absent,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Absent,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Absent,Yes,Yes,Absent,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Absent,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Absent,Absent,Absent,Yes,Yes,Yes,No,Yes,Yes,Absent,Absent,Absent,Yes,Yes,No,Yes,Yes,Absent,Absent,Absent,Absent,82.41%,23.58,N/A,N/A,86.36%,81.82%,82.86%,78.57%
Moeser,44,14,"Ron Moeser / Jim Hart
Ward 44 Scarborough East",70.24%,Yes,Yes,Absent,Yes,Absent,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Absent,Yes,Yes,Yes,Yes,Yes,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Yes,Yes,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Absent,Absent,Vacant,Vacant,Vacant,Vacant,Vacant,Vacant,Yes,Absent,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,79.59%,9.35,76.32%,80.36%,73.91%,100.00%,79.31%,79.49%
Bailao,18,15,"Ana Bailão
Ward 18 Davenport",29.63%,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Absent,Yes,No,Yes,Yes,Absent,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Absent,Yes,Yes,Yes,Yes,Yes,No,Yes,Absent,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Absent,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Absent,Yes,Yes,Yes,Yes,No,Absent,Absent,Absent,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,78.86%,49.23,N/A,N/A,66.67%,82.14%,72.22%,91.18%
Thompson,37,16,"Michael Thompson
Ward 37 Scarborough Centre",71.15%,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Absent,Absent,Yes,Yes,Absent,Yes,No,Yes,No,Yes,No,No,No,Absent,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Absent,No,Absent,Absent,Absent,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Absent,Yes,Yes,Yes,Yes,Yes,Absent,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,Absent,Absent,Absent,Absent,78.81%,7.66,N/A,N/A,63.64%,82.14%,82.35%,81.82%
Di Giorgio,12,17,"Frank Di Giorgio
Ward 12 York South-Weston",82.41%,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Absent,No,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Absent,Absent,Absent,Absent,Absent,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Absent,Absent,Absent,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Absent,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,78.69%,-3.72,N/A,N/A,75.00%,79.17%,92.11%,66.67%
Palacio,17,18,"Cesar Palacio
Ward 17 Davenport",78.50%,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,No,Absent,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Absent,Absent,Yes,Yes,Absent,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Absent,Yes,Absent,Absent,Yes,Yes,Absent,Yes,Absent,Absent,Absent,No,Yes,Yes,Yes,Yes,Yes,Absent,Absent,Absent,No,No,Yes,No,No,No,No,No,No,77.97%,-0.54,N/A,N/A,84.62%,78.57%,82.86%,64.29%
Shiner,24,19,"David Shiner
Ward 24 Willowdale",83.02%,Yes,Yes,Yes,Absent,Absent,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Absent,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Absent,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Absent,Absent,Absent,Yes,Yes,No,Yes,No,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Absent,Yes,Yes,Yes,Yes,No,Absent,Absent,Absent,Absent,Absent,Yes,Yes,No,Absent,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Absent,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Absent,No,Absent,Absent,Absent,Absent,Yes,Absent,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,Absent,Absent,Absent,Absent,77.57%,-5.45,N/A,N/A,86.36%,76.00%,83.87%,65.52%
Lee,41,20,"Chin Lee / Miganoush Megardichian
Ward 41 Scarborough-Rouge River",36.36%,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Yes,No,Absent,No,Absent,Absent,Absent,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Absent,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Absent,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Vacant,Yes,Yes,Yes,Yes,Yes,Absent,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,77.42%,41.06,80.39%,77.78%,68.18%,77.78%,83.78%,75.68%
Holland,35,21,"Michelle Holland
Ward 35 Scarborough Southwest",57.94%,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Absent,Absent,Yes,Yes,Absent,Yes,No,Absent,Yes,Yes,Yes,No,No,Absent,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Absent,Yes,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Yes,Yes,Yes,Absent,Yes,Yes,Yes,No,Yes,Yes,Absent,Absent,Yes,Yes,No,No,No,Absent,Absent,Absent,Absent,Absent,Yes,Yes,Yes,Yes,Absent,Absent,Yes,Yes,Yes,Absent,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Absent,Yes,Yes,Absent,Yes,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Absent,Absent,Absent,Absent,76.34%,18.4,N/A,N/A,71.43%,74.07%,78.95%,80.00%
Di Ciano,5,22,"Justin Di Ciano
Ward 5 Etobicoke-Lakeshore",NEW,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Absent,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Absent,Absent,Absent,Yes,Yes,Absent,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Absent,Yes,No,Yes,Yes,Yes,Yes,Absent,Absent,Absent,Absent,Absent,Absent,Yes,Yes,Yes,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,No,Yes,Absent,Absent,Absent,No,Yes,Absent,No,Yes,Yes,Absent,Yes,Yes,No,Yes,Yes,Absent,Absent,Absent,No,No,No,No,No,No,No,No,No,75.96%,N/A,N/A,N/A,80.00%,83.33%,90.32%,43.48%
Crisanti,01,23,"Vincent Crisanti
Ward 1 Etobicoke North",82.57%,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Absent,Absent,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Absent,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Absent,Yes,Yes,Yes,Absent,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Absent,Yes,Yes,Absent,No,Absent,Yes,No,Yes,Absent,Yes,No,Yes,Yes,No,No,No,No,Absent,Yes,Absent,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Absent,Absent,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,Absent,Absent,Absent,Absent,75.65%,-6.92,N/A,N/A,79.17%,84.00%,69.70%,71.88%
Ainslie,43,24,"Paul Ainslie
Ward 43 Scarborough East",61.74%,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No,Yes,Yes,Absent,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Absent,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Absent,Yes,Yes,Yes,Yes,No,Yes,Absent,Yes,Yes,Yes,Yes,No,No,Absent,Yes,No,Yes,Absent,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,74.60%,12.86,N/A,N/A,73.08%,73.08%,70.59%,79.49%
McMahon,32,25,"Mary-Margaret McMahon
Ward 32 Beaches-East York",19.13%,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Absent,Absent,Yes,Yes,Yes,No,Yes,Absent,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Absent,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Absent,Absent,Yes,Yes,Yes,Yes,73.81%,54.68,N/A,N/A,61.54%,71.43%,74.29%,83.78%
Holyday,03,26,"Stephen Holyday
Ward 3 Etobicoke Centre",NEW,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,71.97%,N/A,N/A,N/A,96.15%,82.14%,73.68%,46.15%
Karygiannis,39,27,"Jim Karygiannis
Ward 39 Scarborough-Agincourt",NEW,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Absent,Yes,No,No,Yes,Yes,Absent,No,No,Yes,Yes,Yes,Absent,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Absent,Absent,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Absent,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Absent,No,Yes,Yes,Yes,Yes,Absent,No,Yes,No,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Absent,Absent,Absent,No,No,No,No,No,Yes,70.18%,N/A,N/A,N/A,75.00%,76.00%,65.71%,65.52%
Cho,42,28,"Raymond Cho / Neethan Shan
Ward 42 Scarborough-Rouge River",19.05%,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Absent,Yes,Yes,Yes,No,No,Yes,No,Yes,Vacant,Vacant,Vacant,Vacant,Vacant,Vacant,Vacant,Vacant,Vacant,Vacant,Vacant,Vacant,Vacant,Yes,No,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,No,Yes,Yes,No,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Absent,Absent,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,68.10%,49.06,80.00%,59.72%,84.62%,71.43%,57.89%,64.86%
Mammoliti,07,29,"Giorgio Mammoliti
Ward 7 York West",92.50%,Yes,Yes,Yes,Yes,Absent,Yes,Absent,Yes,Yes,Yes,Yes,Yes,Yes,Absent,No,Absent,No,No,No,Yes,Yes,Yes,No,No,Yes,Absent,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Absent,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Absent,Absent,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,Yes,Absent,Yes,Yes,No,Yes,Yes,Yes,Absent,Absent,Absent,Absent,Absent,Absent,No,Yes,Absent,Yes,No,Absent,Yes,Yes,No,Absent,Absent,Absent,Absent,Absent,Absent,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Absent,No,Yes,Yes,Absent,Absent,No,No,Absent,Absent,Absent,Yes,Yes,Yes,Yes,No,Yes,Absent,Absent,Absent,No,No,No,No,No,Absent,Absent,Absent,Absent,67.71%,-24.79,N/A,N/A,71.43%,80.00%,61.54%,58.33%
Filion,23,30,"John Filion
Ward 23 Willowdale",10.91%,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,Absent,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Absent,Yes,Yes,No,Absent,Yes,Absent,Absent,Absent,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,65.87%,54.96,N/A,N/A,56.00%,60.71%,75.76%,66.67%
Ford,2,31,"Rob Ford / Michael Ford
Ward 2 Etobicoke North",100.00%,Yes,Yes,No,Yes,Yes,Yes,Absent,Yes,Yes,Yes,No,Absent,Absent,Yes,Absent,Absent,Yes,No,No,No,Yes,Absent,Absent,No,Absent,Absent,Absent,Absent,Absent,Absent,Vacant,Vacant,Vacant,Vacant,Vacant,Vacant,Vacant,Vacant,Vacant,Vacant,Vacant,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,Absent,No,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Absent,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,60.38%,-39.62,64.71%,62.35%,64.71%,76.92%,70.27%,42.11%
