SORT,SORT,,,,,5/12/2018,5/12/2018,13/12/2018,13/12/2018,13/12/2018,13/12/2018,30/1/2019,30/1/2019,30/1/2019,30/1/2019,30/1/2019,30/1/2019,30/1/2019,31/1/2019,7/3/2019,7/3/2019,7/3/2019,7/3/2019,7/3/2019,7/3/2019,7/3/2019,7/3/2019,7/3/2019,7/3/2019,7/3/2019,7/3/2019,7/3/2019,27/3/2019,27/3/2019,27/3/2019,28/3/2019,28/3/2019,28/3/2019,16/4/2019,16/4/2019,17/4/2019,17/4/2019,14/5/2019,15/5/2019,18/6/2019,18/6/2019,18/6/2019,16/7/2019,16/7/2019,16/7/2019,16/7/2019,17/7/2019,17/7/2019,18/7/2019,2/10/2019,2/10/2019,3/10/2019,3/10/2019,29/10/2019,29/10/2019,29/10/2019,29/10/2019,29/10/2019,30/10/2019,26/11/2019,26/11/2019,26/11/2019,27/11/2019,27/11/2019,17/12/2019,17/12/2019,29/1/2020,29/1/2020,29/1/2020,19/2/2020,19/2/2020,19/2/2020,19/2/2020,26/2/2020,26/2/2020,30/4/2020,30/4/2020,30/4/2020,28/5/2020,29/6/2020,29/7/2020,29/7/2020,30/7/2020,30/7/2020,30/9/2020,30/9/2020,1/10/2020,2/10/2020,2/10/2020,27/10/2020,28/10/2020,28/10/2020,28/10/2020,25/11/2020,26/11/2020,16/12/2020,16/12/2020,17/12/2020,2/2/2021,2/2/2021,2/2/2021,18/2/2021,18/2/2021,18/2/2021,18/2/2021,10/3/2021,10/3/2021,7/4/2021,7/4/2021,5/5/2021,5/5/2021,8/6/2021,8/6/2021,8/6/2021,8/6/2021,14/7/2021,15/7/2021,16/7/2021,4/10/2021,4/10/2021,9/11/2021,9/11/2021,9/11/2021,10/11/2021,10/11/2021,12/11/2021,15/12/2021,15/12/2021,16/12/2021,16/12/2021,16/12/2021,2/2/2022,17/2/2022,17/2/2022,17/12/2022,9/3/2022,9/3/2022,6/4/2022,6/4/2022,11/5/2022,12/5/2022,12/5/2022,12/5/2022,16/6/2022,16/6/2022,19/7/2022,21/7/2022,21/7/2022,21/7/2022,,
Grimes,3,08,"Mark Grimes
Ward 3 Etobicoke-Lakeshore",78.64%,83.93%,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Absent,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Absent,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Absent,Absent,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Absent,Yes,Yes,Yes,Yes,Yes,No,Absent,Absent,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Absent,Absent,Absent,Absent,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Absent,Absent,Yes,No,Yes,Yes,88.97%,5.04
Ainslie,24,09,"Paul Ainslie
Ward 24 Scarborough-Guildwood",61.74%,74.60%,No,Yes,Yes,Yes,Absent,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Absent,Absent,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Absent,Yes,Yes,Yes,Yes,88.28%,13.67
Lai,23,10,"Cynthia Lai
Ward 23 Scarborough North",,NEW,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Absent,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Absent,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Absent,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Absent,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Absent,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Absent,Absent,Absent,Yes,Yes,Absent,Yes,Yes,Yes,Yes,87.86%,N/A
Pasternak,06,11,"James Pasternak
Ward 6 York Centre",58.82%,82.41%,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Absent,Yes,Yes,No,Yes,Yes,Yes,Absent,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Absent,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Absent,Yes,Yes,Yes,Yes,Absent,Yes,No,No,Absent,Absent,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Absent,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Absent,Absent,Absent,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Absent,Absent,Yes,Yes,Yes,Yes,85.29%,2.89
Colle,8,12,"Mike Colle
Ward 8 Eglinton-Lawrence",,NEW,No,Yes,No,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Absent,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Absent,Absent,Absent,Absent,Yes,Yes,81.94%,N/A
Karygiannis,22,13,"Jim Karygiannis / Nick Mantas
Ward 22 Scarborough-Agincourt",NEW,70.18%,No,Yes,No,No,No,Yes,No,No,Yes,Yes,Absent,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Absent,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Absent,Yes,Absent,Yes,No,Yes,Yes,Yes,Absent,Absent,Absent,Yes,Yes,Yes,No,Yes,Absent,Yes,Yes,Yes,Yes,Vacant,Vacant,Vacant,Vacant,Vacant,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Absent,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Absent,Yes,Yes,Yes,Yes,Yes,Yes,Absent,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,80.67%,10.5
Peruzza,7,14,"Anthony Perruzza
Ward 7 Humber River - Black Creek",20.91%,47.46%,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Absent,Absent,Absent,Absent,Absent,Yes,Absent,Absent,Absent,Yes,Yes,Yes,Yes,Absent,Absent,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Absent,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Absent,Absent,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Absent,Yes,Absent,Yes,Yes,Yes,Yes,Yes,Yes,No,Absent,Absent,Yes,Yes,Yes,No,Absent,No,Absent,Yes,77.69%,30.23
Minnan-Wong,16,15,"Denzil Minnan-Wong
Ward 16 Don Valley East",74.76%,85.00%,No,No,Yes,Yes,Absent,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Absent,Absent,Absent,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Absent,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Absent,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Absent,Yes,Absent,Yes,Yes,No,No,Absent,No,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Absent,Absent,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Absent,Yes,Absent,No,Yes,No,Yes,Yes,Absent,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Absent,Yes,No,Absent,No,No,No,No,76.69%,-8.31
Robinson,15,16,"Jaye Robinson
Ward 15 Don Valley West",53.33%,84.75%,Yes,No,Absent,Absent,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Absent,Absent,Yes,Yes,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,No,Yes,Yes,Yes,Absent,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Absent,No,No,Yes,Yes,Yes,Yes,Yes,No,Absent,No,Yes,Yes,Absent,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Absent,Absent,No,Yes,Yes,Yes,Absent,Yes,Yes,Yes,Absent,Absent,Yes,No,No,Yes,No,No,No,No,75.00%,-9.75
Carroll,17,17,"Shelley Carroll
Ward 17 Don Valley North",5.36%,44.09%,No,Yes,Absent,Absent,Absent,Absent,No,No,Yes,Yes,Yes,No,No,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Absent,Absent,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Absent,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Absent,Absent,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Absent,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Absent,Yes,Absent,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,71.53%,27.45
Ford,1,18,"Michael Ford
Ward 1 Etobicoke North",,59.55%,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Absent,No,No,No,No,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Absent,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Absent,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Absent,Absent,No,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Absent,Yes,Absent,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Absent,Absent,Absent,Absent,Absent,Vacant,Vacant,Vacant,Vacant,Vacant,Vacant,69.47%,9.92
Fletcher,14,19,"Paula Fletcher
Ward 14 Toronto-Danforth",3.74%,45.16%,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Absent,Absent,Yes,No,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Absent,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Absent,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Absent,Yes,No,Absent,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Absent,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Absent,No,No,Yes,No,No,Yes,No,Yes,Absent,Absent,Yes,65.47%,20.31
Filion,18,20,"John Filion
Ward 18 Willowdale",10.91%,65.87%,No,Yes,No,No,Yes,Yes,No,No,Yes,No,Absent,No,No,Yes,No,Yes,Yes,No,No,No,No,Yes,No,No,No,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,Absent,Yes,Yes,Yes,No,No,No,No,No,Yes,Absent,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Yes,Absent,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,Yes,No,No,No,Yes,Yes,61.38%,-4.49
Cressy,10,21,"Joe Cressy / Joe Mihevc
Ward 10 Spadina-Fort York",NEW,42.86%,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Absent,Absent,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Absent,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,Absent,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Absent,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,Vacant,Vacant,Vacant,Vacant,Yes,Yes,Yes,Yes,Yes,Yes,60.00%,17.14
Wong-Tam,13,22,"Kristyn Wong-Tam / Robin Buxton Potts
Ward 13 Toronto Centre",5.26%,39.84%,No,Yes,No,No,Yes,Yes,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Absent,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Absent,Yes,Yes,Yes,Yes,No,Absent,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,Vacant,Vacant,Vacant,Vacant,Yes,Yes,Yes,Yes,No,Yes,58.45%,18.61
Layton,11,23,"Mike Layton
Ward 11 University Rosedale",4.35%,39.37%,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Absent,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,58.11%,18.74
Holyday,02,24,"Stephen Holyday
Ward 2 Etobicoke Centre",NEW,71.97%,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Absent,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Absent,No,Yes,Yes,No,Yes,No,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,No,Yes,No,Yes,No,No,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,No,57.82%,-14.15
Matlow,12,25,"Josh Matlow
Ward 12 Toronto-St. Paul's",23.68%,57.60%,No,Yes,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,No,No,Yes,No,No,No,Yes,No,No,No,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,no,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,Yes,Absent,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Absent,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,NO,Absent,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,Absent,No,No,Yes,Yes,No,Yes,Yes,No,No,55.86%,-1.74
Perks,4,26,"Gord Perks
Ward 4 Parkdale-High Park",1.72%,41.67%,No,Yes,No,No,Yes,Yes,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,No,No,Yes,No,No,Yes,No,Yes,53.02%,11.35
,,,,,,FAIL,PASS,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,TORY WINNING PCT,
,,,,Yes,,6,18,15,13,19,23,19,15,12,22,22,18,14,15,17,18,18,18,18,17,16,20,17,17,16,21,23,19,16,26,17,17,18,19,22,23,18,25,25,19,19,22,19,24,16,26,18,16,17,25,23,20,15,17,18,17,12,23,20,25,23,21,14,17,21,24,16,18,21,21,17,15,15,15,16,25,23,16,23,16,16,22,14,16,22,14,11,18,15,18,21,22,20,13,24,24,17,18,26,24,21,20,18,14,22,15,21,16,17,21,17,16,18,25,19,17,19,11,17,14,18,23,25,22,20,14,24,22,25,20,15,19,24,20,20,25,24,20,12,14,17,15,18,18,10,18,14,16,21,97.99%,
,,,,No,,20,8,9,11,3,2,7,11,14,4,  - ,7,11,9,8,7,8,6,7,8,9,5,9,8,8,4,3,7,10,  - ,8,5,7,6,3,3,8,1,1,5,7,2,5,  - ,10,  - ,8,10,6,  - ,2,4,8,8,7,8,13,  - ,1,  - ,  - ,2,11,8,3,1,7,2,1,3,8,10,10,7,5,  - ,1,8,2,8,8,2,10,7,1,9,11,6,8,6,2,1,3,11,1,1,6,5,  - ,2,5,6,7,12,4,7,1,6,8,3,8,10,7,1,7,7,7,13,8,5,8,2,1,2,3,9,2,3,1,2,9,5,2,6,6,  - ,1,5,12,5,2,6,5,3,7,5,6,7,4,,
,, Aligned with Mayor (>70%)   Swing Vote (30%-70%)    Opposition (<30%) —  Created by Matt Elliott with data from toronto.ca/council  — Only significant votes included ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
